employee_id,department,salary,tenure,satisfaction_level,last_evaluation,number_project,average_monthly_hours,promotion_last_5years,left,risk_score,risk_band,risk_reasons
EMP08349,technical,low,3,0.94,0.53,5,169,0,0,35.8,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP08350,technical,low,4,0.49,0.8,3,227,0,0,55.3,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08351,technical,low,4,0.59,0.57,3,147,0,0,43.05,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08352,technical,low,2,0.51,0.91,3,227,0,0,28.7,Low,[]
EMP08353,technical,low,3,0.66,0.66,4,166,0,0,36.2,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP08354,technical,medium,6,0.76,0.94,4,168,0,0,28.2,Low,[]
EMP08355,technical,medium,6,0.12,0.59,3,229,0,0,47.4,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08356,technical,medium,3,0.84,0.65,3,134,0,0,29.8,Low,[]
EMP08357,technical,medium,3,0.94,0.81,3,196,0,0,22.8,Low,[]
EMP08358,technical,medium,3,0.63,0.84,4,181,0,0,32.1,Low,[]
EMP08359,support,medium,3,0.79,0.99,4,177,0,0,27.3,Low,[]
EMP08360,support,medium,2,0.85,0.68,3,272,0,0,20.36,Low,[]
EMP08361,support,medium,3,0.74,0.52,3,213,0,0,28.8,Low,[]
EMP08362,support,medium,3,0.23,0.75,6,220,0,0,52.1,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08363,support,medium,2,0.62,0.51,4,274,0,0,27.69,Low,[]
EMP08364,support,medium,6,0.36,0.56,6,242,0,0,48.63,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08365,support,medium,3,0.7,0.83,4,182,0,0,30.0,Low,[]
EMP08366,support,medium,4,0.57,0.75,5,172,0,0,45.9,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08367,support,medium,3,0.83,0.99,3,226,0,0,26.1,Low,[]
EMP08368,support,medium,2,0.71,0.96,3,132,0,0,22.2,Low,[]
EMP08369,support,medium,3,0.23,0.72,6,121,0,0,59.35,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08370,technical,medium,2,0.59,0.69,4,207,0,0,21.3,Low,[]
EMP08371,technical,medium,3,0.69,0.61,2,141,0,0,47.55,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08372,technical,medium,3,0.63,0.81,5,189,0,0,40.1,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP08373,management,medium,4,0.9,0.59,6,269,0,0,42.21,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08374,it,medium,4,0.31,0.57,4,200,0,0,45.7,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08375,it,medium,2,0.92,0.62,3,199,0,0,11.4,Low,[]
EMP08376,it,medium,3,0.96,0.87,4,213,0,0,22.2,Low,[]
EMP08377,it,high,4,0.66,0.51,6,105,0,0,49.45,Medium,"['Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08378,it,low,2,0.48,0.97,4,141,0,0,31.85,Low,[]
EMP08379,product_mng,medium,3,0.15,0.55,3,255,0,0,49.71,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08380,product_mng,medium,4,0.59,0.79,3,217,0,0,37.3,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08381,product_mng,medium,5,0.66,0.85,6,165,0,0,43.2,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08382,product_mng,medium,2,0.69,0.92,5,220,0,0,26.3,Low,[]
EMP08383,it,medium,4,0.65,0.79,4,241,0,0,35.71,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08384,randd,medium,3,0.58,0.94,5,274,0,0,48.89,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08385,randd,medium,4,0.72,0.57,4,224,0,0,33.4,Low,[]
EMP08386,randd,medium,5,0.65,0.99,5,240,0,0,43.5,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08387,randd,medium,3,0.63,0.77,5,210,0,0,40.1,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP08388,randd,medium,2,0.55,0.87,3,215,0,0,22.5,Low,[]
EMP08389,marketing,low,2,0.74,0.56,4,254,0,0,24.8,Low,[]
EMP08390,sales,low,4,0.58,0.84,4,150,0,0,42.6,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08391,accounting,low,3,0.71,0.72,4,177,0,0,34.7,Low,[]
EMP08392,support,low,4,0.83,0.37,5,101,0,0,55.35,Medium,"['Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08393,technical,low,2,0.63,0.52,3,183,0,0,25.1,Low,[]
EMP08394,management,low,3,0.56,0.61,3,224,0,0,39.2,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08395,marketing,low,3,0.88,0.55,3,263,0,0,34.53,Low,[]
EMP08396,marketing,high,2,0.82,0.55,3,207,0,0,9.4,Low,[]
EMP08397,marketing,low,3,0.69,0.72,3,243,0,0,35.94,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP08398,sales,high,4,0.57,0.54,3,157,0,0,32.9,Low,[]
EMP08399,sales,high,3,0.75,0.69,3,242,0,0,23.93,Low,[]
EMP08400,sales,low,2,0.6,0.98,4,265,0,0,31.36,Low,[]
EMP08401,sales,low,4,0.96,0.92,3,196,0,0,31.2,Low,[]
EMP08402,sales,high,2,0.75,0.67,4,135,0,0,15.25,Low,[]
EMP08403,sales,low,3,1.0,0.61,6,270,0,0,40.43,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP08404,sales,medium,2,0.92,0.97,4,201,0,0,11.4,Low,[]
EMP08405,sales,high,4,0.84,0.93,5,225,0,0,32.8,Low,[]
EMP08406,sales,medium,3,0.82,0.77,4,205,0,0,26.4,Low,[]
EMP08407,sales,medium,3,0.74,0.42,3,131,0,0,33.55,Low,[]
EMP08408,sales,medium,4,0.21,0.39,2,118,0,0,71.7,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP08409,sales,medium,3,0.62,0.64,5,187,0,0,40.4,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP08410,sales,high,2,0.54,0.48,3,275,0,0,25.3,Low,[]
EMP08411,sales,medium,4,0.55,0.97,5,125,0,0,52.75,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08412,sales,medium,3,0.84,0.55,4,270,0,0,32.23,Low,[]
EMP08413,sales,medium,2,0.61,0.56,2,123,0,0,42.45,Medium,"['Workload imbalance (too many or too few projects)', 'Unhealthy working hours (over/under-work)']"
EMP08414,sales,high,3,0.64,0.53,3,281,0,0,35.59,Medium,"['No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']"
EMP08415,sales,medium,2,0.92,0.51,3,223,0,0,11.4,Low,[]
EMP08416,sales,high,2,0.86,0.87,3,268,0,0,14.2,Low,[]
EMP08417,accounting,low,3,0.6,0.74,4,174,0,0,38.0,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP08418,accounting,medium,3,0.86,0.92,3,162,0,0,25.2,Low,[]
EMP08419,accounting,medium,3,0.55,0.51,3,192,0,0,34.5,Low,[]
EMP08420,hr,medium,3,0.54,0.58,4,178,0,0,34.8,Low,[]
EMP08421,hr,medium,2,0.49,0.9,3,250,0,0,36.44,Medium,"['Low job satisfaction', 'High performer showing silent burnout signs']"
EMP08422,hr,low,4,0.98,0.72,3,262,0,0,35.31,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08423,hr,low,3,0.55,0.55,5,194,0,0,47.5,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08424,technical,low,3,0.64,0.5,3,146,0,0,37.8,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP08425,technical,low,2,0.54,0.53,4,245,0,0,28.87,Low,[]
EMP08426,technical,low,2,0.58,0.45,3,131,0,0,31.35,Low,[]
EMP08427,technical,low,4,0.57,0.37,3,108,0,0,53.4,Medium,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']"
EMP08428,technical,low,3,0.65,0.64,5,206,0,0,44.5,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP08429,technical,low,4,0.6,0.4,3,146,0,0,43.0,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08430,technical,low,2,0.59,0.45,2,171,0,0,41.3,Medium,"['Workload imbalance (too many or too few projects)', 'Low job satisfaction', 'Below-market / low compensation band']"
EMP08431,technical,low,2,0.77,0.5,4,173,0,0,20.9,Low,[]
EMP08432,technical,high,3,0.55,0.49,5,240,0,0,37.5,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08433,technical,low,2,0.5,0.6,4,199,0,0,29.0,Low,[]
EMP08434,technical,low,3,0.43,0.77,3,237,0,0,43.1,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08435,support,low,4,0.58,0.84,3,258,0,0,46.46,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08436,support,low,3,0.66,0.68,4,269,0,0,42.41,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Unhealthy working hours (over/under-work)']"
EMP08437,support,high,4,0.7,0.8,5,245,0,0,38.07,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08438,support,low,3,0.82,0.54,4,164,0,0,31.4,Low,[]
EMP08439,support,low,3,0.49,0.49,4,256,0,0,44.73,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08440,support,low,3,0.99,0.79,4,213,0,0,26.3,Low,[]
EMP08441,support,high,3,0.96,0.73,3,193,0,0,17.2,Low,[]
EMP08442,support,low,2,0.7,0.57,3,179,0,0,23.0,Low,[]
EMP08443,support,medium,5,0.22,0.89,6,278,0,0,74.54,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08444,support,high,2,0.91,0.52,3,256,0,0,10.13,Low,[]
EMP08445,support,medium,4,0.18,0.76,5,173,0,0,57.6,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08446,technical,high,3,0.84,0.68,4,179,0,0,20.8,Low,[]
EMP08447,technical,medium,5,0.66,0.38,4,145,0,0,36.45,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
EMP08448,technical,medium,4,0.49,0.65,3,168,0,0,40.3,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08449,management,medium,3,0.88,0.89,4,213,0,0,24.6,Low,[]
EMP08450,it,medium,5,0.69,0.91,6,150,0,0,42.3,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08451,it,medium,3,0.83,0.75,3,262,0,0,30.81,Low,[]
EMP08452,it,medium,4,0.56,0.84,4,149,0,0,38.45,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08453,it,medium,2,0.95,0.77,5,139,0,0,21.25,Low,[]
EMP08454,it,medium,2,0.56,1.0,3,272,0,0,29.06,Low,[]
EMP08455,product_mng,high,4,0.93,0.73,3,252,0,0,24.67,Low,[]
EMP08456,product_mng,low,4,0.84,0.52,3,232,0,0,34.8,Low,[]
EMP08457,product_mng,medium,2,0.84,0.48,3,266,0,0,19.37,Low,[]
EMP08458,product_mng,medium,3,0.52,0.65,4,264,0,0,40.54,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'In a historically high-attrition tenure window']"
EMP08459,it,medium,2,0.98,0.8,4,142,0,0,11.6,Low,[]
EMP08460,randd,medium,4,0.66,0.64,5,208,0,0,43.2,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08461,randd,medium,2,0.92,0.49,5,178,0,0,19.4,Low,[]
EMP08462,randd,medium,3,0.71,0.8,5,192,0,0,37.7,Medium,"['No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']"
EMP08463,randd,medium,2,0.65,0.92,4,242,0,0,19.93,Low,[]
EMP08464,randd,medium,5,0.23,0.47,4,277,0,0,56.03,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08465,marketing,medium,2,0.71,0.97,3,173,0,0,17.7,Low,[]
EMP08466,marketing,high,6,0.21,0.65,4,276,0,0,47.41,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
EMP08467,sales,low,3,0.7,0.72,2,189,0,0,50.0,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08468,accounting,low,2,0.9,0.5,4,139,0,0,19.75,Low,[]
EMP08469,support,low,3,0.6,0.52,5,140,0,0,48.5,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP08470,technical,high,3,0.58,0.63,5,191,0,0,36.6,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Workload imbalance (too many or too few projects)']"
EMP08471,management,low,2,0.73,0.72,5,178,0,0,30.1,Low,[]
EMP08472,marketing,low,3,0.56,0.67,4,184,0,0,39.2,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08473,marketing,low,3,0.97,0.57,3,144,0,0,28.4,Low,[]
EMP08474,marketing,high,2,0.92,0.91,3,160,0,0,6.4,Low,[]
EMP08475,sales,low,2,0.77,0.68,3,225,0,0,20.9,Low,[]
EMP08476,sales,low,2,0.97,0.81,5,266,0,0,28.47,Low,[]
EMP08477,sales,low,2,0.7,0.69,5,154,0,0,31.0,Low,[]
EMP08478,sales,low,2,0.78,0.82,4,142,0,0,22.6,Low,[]
EMP08479,sales,low,4,0.77,0.87,3,207,0,0,36.9,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08480,sales,low,3,0.66,0.53,4,162,0,0,36.2,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP08481,sales,low,5,0.25,0.98,6,287,0,0,80.57,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']"
EMP08482,sales,medium,6,0.89,0.87,2,270,0,0,45.73,Medium,"['Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
EMP08483,sales,medium,4,0.15,0.66,5,160,0,0,58.5,Medium,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08484,sales,medium,2,0.26,0.91,6,113,0,0,48.45,Medium,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'Workload imbalance (too many or too few projects)']"
EMP08485,sales,medium,4,0.74,0.58,4,178,0,0,32.8,Low,[]
EMP08486,sales,medium,2,0.52,0.83,3,153,0,0,23.4,Low,[]
EMP08487,sales,medium,2,0.95,0.62,4,255,0,0,13.71,Low,[]
EMP08488,sales,medium,3,0.66,0.82,4,257,0,0,34.84,Low,[]
EMP08489,sales,medium,3,0.79,0.66,4,243,0,0,27.94,Low,[]
EMP08490,sales,medium,3,0.98,0.94,3,179,0,0,21.6,Low,[]
EMP08491,sales,medium,2,0.4,0.37,3,123,0,0,33.75,Low,[]
EMP08492,sales,medium,2,1.0,0.68,3,132,0,0,13.5,Low,[]
EMP08493,sales,medium,3,0.71,0.79,3,134,0,0,33.7,Low,[]
EMP08494,accounting,high,2,0.48,0.45,3,277,0,0,27.53,Low,[]
EMP08495,accounting,low,2,0.76,1.0,5,265,0,0,34.56,Low,[]
EMP08496,accounting,medium,4,0.61,0.62,4,269,0,0,42.91,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Unhealthy working hours (over/under-work)']"
EMP08497,hr,medium,4,0.74,0.9,4,156,0,0,32.8,Low,[]
EMP08498,hr,medium,5,0.24,0.94,6,237,0,0,65.8,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']"
EMP08499,hr,medium,2,0.79,0.97,3,271,0,0,21.94,Low,[]
EMP08500,hr,low,2,0.75,0.98,3,206,0,0,21.5,Low,[]
EMP08501,technical,low,3,0.6,0.98,4,192,0,0,38.0,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'In a historically high-attrition tenure window']"
EMP08502,technical,low,3,0.72,0.95,4,230,0,0,34.4,Low,[]
EMP08503,technical,low,3,1.0,0.6,4,261,0,0,30.5,Low,[]
EMP08504,technical,low,3,0.55,0.88,3,173,0,0,39.5,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08505,technical,low,4,0.3,0.98,2,109,0,0,76.25,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'Unhealthy working hours (over/under-work)']"
EMP08506,technical,low,4,0.89,0.59,3,247,0,0,34.8,Low,[]
EMP08507,technical,low,3,0.84,0.84,5,163,0,0,38.8,Medium,"['No recent promotion / stalled growth', 'Below-market / low compensation band', 'Workload imbalance (too many or too few projects)']"
EMP08508,technical,low,4,0.67,0.64,4,149,0,0,40.15,Medium,"['In a historically high-attrition tenure window', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08509,technical,low,6,0.15,0.48,6,218,0,0,59.5,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
EMP08510,technical,low,2,0.59,0.75,4,194,0,0,26.3,Low,[]
EMP08511,technical,low,2,0.5,0.59,4,157,0,0,29.0,Low,[]
EMP08512,support,low,3,0.23,0.68,5,244,0,0,57.96,Medium,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']"
